,geometry,cartodb_id,objectid,permitnumber,addressobjectid,parcel_id_num,permittype,permitdescription,commercialorresidential,typeofwork,approvedscopeofwork,permitissuedate,status,applicanttype,contractorname,contractoraddress1,contractoraddress2,contractorcity,contractorstate,contractorzip,mostrecentinsp,opa_account_num,address,unit_type,unit_num,zip,censustract,council_district,opa_owner,systemofrecord,geocode_x,geocode_y,posse_jobid
320,POINT (-75.098688 39.985429),638128,638587,933177,768801,1472125,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW CONSTRUCTION OF A THREE (3) STORY SINGLE FAMILY DWELLING WITH ROOF DECK, PILOT HOUSE (ACCESS TO ROOF DECK ONLY) AND ONE (1) OPEN-AIR PARKING SPACE AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED. (**SEE A/P# 923287 FOR PLANS**) *WORK TO INCLUDE UNDERPINNING TO BE MONITORED BY PA LICENSED PE AT ALL TIMES* 
**SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK**NEW CONSTRUCTION OF A THREE (3) STORY SINGLE FAMILY DWELLING WITH ROOF DECK, PILOT HOUSE (ACCESS TO ROOF DECKS ONLY) AND ONE (1) OPEN-AIR PARKING SPACE AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED. (**SEE A/P# 923287 FOR PLANS**) *WORK TO INCLUDE UNDERPINNING TO BE MONITORED BY PA LICENSED PE AT ALL TIMES* 
**SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK**",2019-01-15T12:59:52Z,COMPLETED,,PAIZ CONSTRUCTION,1127 UNRUH AVE,,PHILADELPHIA,PA,19111-    ,2020-03-03T14:37:00Z,451181908,3336 SALMON ST,,,19134-6013,379,6,3330 SALMON ST LLC,HANSEN,2711339.92172414,248701.36565939,
321,POINT (-75.121195 39.982687),650758,644442,965448,333368,415917,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE NEW CONSTRUCTION OF AN ATTACHED THREE (3) STORY SINGLE FAMILY DWELLING WITH CELLAR AND ROOF DECK ACCESSED BY A PILOTHOUSE AS PER PLAN.,2019-05-21T15:09:27Z,COMPLETED,CONTRACTOR,CITY SUBURBAN HOME BUILDERS LL,2413 FRANKFORD AVE UNIT D,,PHILA,PA,19125-    ,2019-12-12T07:08:00Z,314185100,2223 E HAROLD ST,,,19125-1806,160,1,INF INVESTMENTS LLC,HANSEN,2705065.63902254,247514.1855043,
322,POINT (-75.129434 39.982724),641843,638754,959473,20700,441414,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE CONSTRUCTION OF A THRE (3) STORY ATTACHED STRUCTURE WITH CELLAR AND ROOF DECK ACCESSED BY A ROOF DECK ACCESS STRUCTURE. FOR A SINGLE FAMILY HOUSEHOLD LIVING. AS PER PLANS.,2019-05-14T11:17:54Z,COMPLETED,CONTRACTOR,SHEARMAN CONSTRUCTION SERVICE,2576 FRANKFORD AVE,,PHILA,PA,19125-    ,2020-02-10T07:20:00Z,313110300,2061 E ARIZONA ST,,,19125-1531,161,1,BOYLE JOSEPH H IV,HANSEN,2702757.41326265,247459.18905227,
323,POINT (-75.188968 39.909266),647744,649970,953872,755049,1471787,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"ERECTION OF A THREE STORY, SEMI DETACHED SINGLE FAMILY DWELLING, MAXIMUM 35 FT HIGHT, WITH FRONT ENTRANCE WAY COVER. FLAT ROOF, NO CELLAR WITH ACCESSORY INTERIOR ONE CAR GARAGE.(SEE APPLICATION 953443 FOR PLANS)",2019-03-04T15:34:02Z,COMPLETED,CONTRACTOR,JUDD BUILDERS & DEVELOPERS,1750 WALTON RD,,BLUE BELL,PA,19422-    ,2020-01-10T07:40:00Z,262424700,3349 PIETRO WAY,,,19145-5541,373,2,PENROSE PARK ASSOCIATES  LP,HANSEN,2686857.32285563,220221.83320252,
324,POINT (-75.17957800000001 39.975243),664332,666820,928544,765559,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,FOUND,PERMIT FOR FOUNDATION ONLY FOR 3 STORY ATTACHED MULTI FAMILY STRUCTURE 4 FAMILY DWELLING,2019-01-09T10:29:40Z,COMPLETED,DESIGN PROFESSIONAL,"CALLAHAN & WARD PROPERTIES, LL",2610 HIRST TERRACE,,HAVERTOWN,PA,19083-    ,2019-10-29T09:42:00Z,291370800,1250 N TANEY ST,,,19121-    ,138,5,ZORA ENTERPRISES III INC,HANSEN,2688790.90778019,244322.30191585,
325,POINT (-75.121208 39.986448),657089,655460,940381,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY, SEMIDETACHED STRUCTURE (SFD - TYPE A, RIGHT CORNER) WITH A ROOF DECK AND PILOT HOUSE AND ONE (1) INTERIOR PARKING SPACE.  STRUCTURE FOR USE AS SINGLE FAMILY DWELLING.  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13D MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION. SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-31T08:42:37Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-10-28T07:23:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
326,POINT (-75.121208 39.986448),664192,666687,906939,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY,  SEMIDETACHED STRUCTURE (SFD - TYPE B, RIGHT CORNER) WITH A ROOF DECK AND PILOT HOUSE AND ONE (1) INTERIOR PARKING SPACE.  STRUCTURE FOR USE AS SINGLE FAMILY DWELLING.  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13D MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION. A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED WITHIN 9 FEET OF BUILDING FACADE IN ACCORDANCE WITH SECTION 3306 OF THE IBC. SEPARATE BUILDING AND/OR STREETS DEPARTMENT PERMITS ARE REQUIRED.  SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-30T09:02:18Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-08-30T07:42:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
327,POINT (-75.147785 39.984209),658229,655410,930346,647509,541617,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW (3) STORY BUILDIGN FOR THE USE OF (2) FAMILY DWELLING WITH CELLAR, PILOT HOUSE AND ROOF DECK",2019-02-14T09:32:31Z,COMPLETED,,JRH HOMES INC,7901 LORETTO AVE,,PHILADELPHIA,PA,19111-    ,2019-07-29T11:16:00Z,202160500,2127 N 9TH ST,,,19122-1313,377,5,JRH HOMES INC,HANSEN,2697601.31865383,247847.9185504,
328,POINT (-75.183106 39.918727),662259,667180,998821,461201,58045,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A SINGLE-STORY DETACHED STRUCTURE TO BE USED AS GROUP M (RETAIL SALE OF AUTO PARTS AND ACCESSORIES), INCLUDING SITEWORK FOR ACCESSORY PARKING LOT, AS PER PLANS; SEPARATE PERMITS REQUIRED FOR ALL MEP WORK; BUILDING NOT REQUIRED TO BE SPRINKLERED; SEE AP#944568 FOR ZONING/USE APPROVAL; NO SIGNS ON THIS PERMIT.",2019-10-29T14:31:52Z,COMPLETED,ATTORNEY,HANNA DESIGN GROUP INC,650 E ALGONQUIN RD,STE 405,SCHAUMBURG,IL,60173-    ,2020-03-06T12:54:00Z,885130504,2101-11 OREGON AVE,,,19145-4110,38,2,GETTY OIL CO,HANSEN,2688400.79891246,223714.26892018,
329,POINT (-75.121208 39.986448),663293,666878,940420,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY, SEMIDETACHED STRUCTURE (SFD - TYPE A, LEFT CORNER) WITH A ROOF DECK AND PILOT HOUSE AND ONE (1) INTERIOR PARKING SPACE.  STRUCTURE FOR USE AS SINGLE FAMILY DWELLING.  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13D MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION. SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-31T08:52:34Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-10-04T08:22:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
330,POINT (-75.11619399999999 39.978829),663813,666911,949328,12597,512948,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"ERECTION OF A THREE STORY ATTACHED STRUCTURE WITH CELLAR; 2ND FLOOR BAY; ROOF DECK OVER 3-STORY PORTION AND A STAIR PENT TO ACCESS ROOF DECK FOR USE AS A SFD (DETAILS AS SHOWN ON THE PLAN). SEPARATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL , PLUMBING AND SPRINKLER WORK.NO UNDERPINNING OF FOUNDATION INCLUDED ON THIS APPLICATION",2019-03-01T14:56:34Z,COMPLETED,CONTRACTOR,TOTA BUILDERS INC,2502 E CLEARFIELD ST,,PHILADELPHIA,PA,19134-    ,2019-09-18T06:52:00Z,312092500,2661 ALMOND ST,,,19125-3827,378,1,BELI LLC,HANSEN,2706508.47062692,246151.28808279,
331,POINT (-75.22983000000001 40.027768),667630,661221,947087,390689,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR NEW CONSTRUCTION OF A FOUR (4) STORY STRUCTURE ABOVE GRADE PLANE WITH ROOF DECK ACCESSED BY ROOFTOP STRUCTURE; SINGLE-FAMILY DWELLING WITHIN A SPECIAL FLOOD HAZARD AREA WITH GARAGE; LOWEST FLOOR ELEVATION ENTIRELY ABOVE THE REGULATORY FLOOD ELEVATION AS PER APPROVED PLANS; BUILDING TO BE FULLY SPRINKLERED WITH NFPA 13; ** HISTORICAL COMMISSION JURISDICTION REMOVED SOLEY FOR THIS PROJECT, PER COUNCIL ORDINANCE BILL # 170997, ** FINISHED FLOOR ELEVATION CERTIFICATE TO BE PROVIDED TO DEPARTMENT & APPROVED PRIOR TO ISSUANCE OF CERTIFICATE OF OCCUPANCY (CO) ** SEE A/P #945287 FOR PLANS **",2019-02-11T10:19:57Z,COMPLETED,DESIGN PROFESSIONAL,VENICE ISLAND DEVELOPER LLC,2337 PHILMONT AVE,2ND FLOOR,HUNTINGDON VALLEY,PA,19006-6200,2019-12-06T12:43:00Z,,1 LEVERINGTON AVE,,,19127-2201,214,4,LOCKS HOMEOWNERS ASSOCIAT,HANSEN,2674167.19369792,263042.69640828,
332,POINT (-75.15664200000001 39.938853),667526,661218,946707,430876,251244,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"EXISTING SIDE BY SIDE DUPLEX (2FAMILY DWELLING) BEING RENOVATED TO STACKD DUPLEX (2 FAMILY DWELLING) NEW CONSTRUCTION ON EXISTING FOUNDATION AND IN EXISTING FOOTPRINT. REPLACEEMNT OF ROOF AND JOISTS DUE TO POOR DEMOLITION OF 1 STORY ADD ON STRUCTURES IN REAR YARD. ADDITION OF OPEN DECK ON 2ND FLOOR IN REAR YARD WITH 36"" RAILINGS.",2019-03-06T08:46:51Z,COMPLETED,OWNER,KEYSTONE HOMES II LLC,3618 HAYWOOD STREET,,PHILADELPHIA,PA,19129-    ,2020-02-20T18:27:00Z,022267000,829-31 S MILDRED ST,,,19147-2824,18,1,REDFIELD LEAH M,HANSEN,2695605.37998751,231259.66825934,
333,POINT (-75.16858499999999 39.968805),667411,661206,944242,53582,345878,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW CONSTRUCTION OF FOUR (4) STORY ABOVE GRADE PLANE, W. BASEMENT & ROOFTOP STRUCTURE, MULTI-FAMILY DWELLING OF LIGHT-FRAME WOOD, ENGINEERED WOOD SHEAR WALL, OPEN WEB WOOD TRUSS (DEFERRED), & SHALLOW CONCRETE FOUNDATION CONSTRUCTION PER APPROVED PLANS INCLUDING UNDERPINNING WORK; BUILDING TO BE FULLY SPRINKLERED PER NFPA 13 (MIN). SEPARATE PERMIT REQ'D FOR TRUSS INSTALL (DEFERRED) & ANY MECH., ELEC., PLUMB., & FIRESUPP WORK. ALL MEANS OF PEDESTRIAN PROTECTION TO BE IN PLACE PRIOR TO START OF WORK. SITE TO BE EXCAVATED AT AREAS ABUTTING PROPERTIES NOT WITHIN THE SCOPE OF THIS PERMIT. ADJOINING PROPERTY OWNER(S) TO BE NOTIFIED IN WRITING MIN. TEN (10) DAYS PRIOR TO START OF WORK PER SEC. B-3307.1 OF THE PHILA. BLDG. CODE. ALL UNDERPINNING WORK TO BE CONTINUOUSLY INSPECTED BY AN APPROVED SPECIAL INSPECTION AGENCY.",2019-04-02T12:03:36Z,COMPLETED,APPL,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2020-03-05T09:13:00Z,152238401,1910 BROWN ST,,,19130-2008,135,5,SDG 1910 BROWN STREET LLC,HANSEN,2691939.15575748,242067.95160415,
334,POINT (-75.220371 40.02817),676054,678187,943507,403590,112667,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,CONSTRUCTION OF NEW SFD 3 STORIES WITH BASEMENT AND ROOF DECK AS PER SUPPLIED DOCUMENTS,2019-03-13T13:36:39Z,REVOKED,,ANC BUILDERS INC,482 NORRISTOWN RD,SUITE 114,BLUE BELL,PA,19422-    ,2019-10-03T14:30:00Z,211134600,257 LYCEUM AVE,,,19128-4830,214,4,PHILADELPHIA RE DEVELOPME,HANSEN,2676810.6521436,263264.52859973,
335,POINT (-75.155061 39.964697),668143,661261,953185,768792,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A TWO (2) STORY ATTACHED STRUCTURE WITH DECK; FOR USE AS A SINGLE FAMILY DWELLING. ENTIRE BUILDING TO BE FULLY SPRINKELRED. SEPARATE PERMIT REQUIRED FOR MEP WORK.
*SEE AP#947126 FOR APPROVED PLANS AND DOCUMENTS*",2019-03-12T14:14:52Z,COMPLETED,APPL,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2019-11-24T12:57:00Z,141119800,660 N WARNOCK ST,,,19123-    ,132,5,PHILADELPHIA LAND BANK,HANSEN,2695772.01839569,240683.1348009,
336,POINT (-75.194266 39.937852),708148,700902,964301,573752,334640,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,ERECTION OF A SINGLE FAMILY DWELLING WITH ROOF DECK WITH PILOT HOUSE.,2019-04-05T16:35:25Z,COMPLETED,CONTRACTOR,OWL CONSTRUCTION SERVICES LLC,4208 DISSTON ST,,PHILADELPHIA,PA,19135-    ,2020-02-04T14:00:00Z,362210200,3024 TITAN ST,,,19146-3611,33,2,IRA DEVELOPMENT LLC,HANSEN,2685070.19066318,230587.42818471,
337,POINT (-75.13108099999999 39.988955),680268,672528,942224,731060,1471244,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE ERECTION OF A FOUR (4) STORY STRUCTURE WITH ROOF DECK AND ROOF DECK ACCESS STRUCTURE; FOR USE AS A THREE (3) FAMILY DWELLING. ENTIRE BUILDING TO BE SPRINKLERED PER NFPA 13R @ MIN. SEPARATE PERMIT REQUIRED FOR MEP AND FIRE SUPPRESSION WORK.,2019-04-04T09:43:05Z,COMPLETED,DESIGN PROFESSIONAL,GREEN TREE GROUP CONTRACTING,203 FARM LANE,,DOYLESTOWN,PA,18901-    ,2019-10-23T09:29:00Z,311011803,2551 N FRONT ST,,,19133-4005,163,7,2547 FRONT ST HOLDING,HANSEN,2702228.87437344,249714.28683222,
338,POINT (-75.168632 39.968184),682031,683936,943313,667672,283914,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW CONSTRUCTION OF FOUR (4) STORY ABOVE GRADE PLANE, W. BASEMENT & ROOFTOP STRUCTURE, MULTI-FAMILY DWELLING OF LIGHT-FRAME WOOD CONSTRUCTION, ENGINEERED WOOD SHEAR WALLS, & SHALLOW CONCRETE FOUNDATION PER APPROVED PLANS INCLUDING UNDERPINNING WORK AT EXISTING ADJACENT FOUNDATION SYSTEM; BUILDING TO BE FULLY SPRINKLERED PER NFPA 13 MIN. SEPARATE PERMIT REQ'D FOR ANY MECH., ELEC., PLUMB., & FIRESUPP WORK. ALL UNDERPINNING TO BE CONTINUOUSLY INSPECTED BY APPROVED SPECIAL INSPECTION AGENCY. SITE TO BE EXCAVATED AT AREAS ADJACENT TO EXISTING STRUCTURE(S) NOT WITHIN THE SCOPE OF THIS PERMIT. PERMIT HOLDER TO NOTIFY OWNER(S) OF ADJOINING PROPERTY(IES) NO LESS THAN TEN (10) DAYS PRIOR TO COMMENCEMENT OF PERMITTED WORK.",2019-03-19T14:15:29Z,COMPLETED,DESIGN PROFESSIONAL,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2019-12-12T10:03:00Z,151050918,724 N 19TH ST,,,19130-2030,135,5,SDG 724 N 19TH STREET LLC,HANSEN,2691932.46758505,241841.17486033,
339,POINT (-75.155473 39.963822),689257,695136,937420,651725,483208,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE ERECTION OF AN ATTACHED STRUCTURE USE AS A SINGLE FAMILY HOUSEHOLD LIVING.BUILDING TO BE FULLY SPRINKLERED. SEPARATE PERMITS REQUIRED FOR MEP AND FIRE SUPPRESSION WORK. SEE AP#937420 FOR APPROVED PLAN.*2009 IRC*,2019-02-05T15:43:26Z,COMPLETED,DESIGN PROFESSIONAL,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2019-10-22T07:34:00Z,141128312,627 N 11TH ST,,,19123-2511,132,5,WP HOMES LLC,HANSEN,2695666.07238836,240360.98037527,
340,POINT (-75.16284899999999 39.981383),699999,700755,938168,44226,175962,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE-STORY PLUS CELLAR, TWO-FAMILY DWELLING WITH ROOF DECK ACCESSED BY PILOT HOUSE, TO CONTAIN STAIRS AND LANDING ONLY. SIZE AND LOCATION AS PER PLANS.",2019-02-13T15:14:22Z,COMPLETED,DESIGN PROFESSIONAL,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2020-01-09T14:25:00Z,321207800,1807 N BOUVIER ST,,,19121-3305,153,5,1807 BOUVIER LLC,HANSEN,2693411.78731439,246694.76976607,
341,POINT (-75.183645 39.976225),708369,700918,966654,570419,450074,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,ERECTION OF A SINGLE FAMILY DWELLING AS PER PLAN.,2019-04-25T12:51:28Z,COMPLETED,,GRIT CONSTRUCTION LLC,266 KRAMS AVE,,PHILA,PA,19128-    ,2019-12-18T10:43:00Z,292205200,2912 W THOMPSON ST,,,19121-4519,137,5,YM CAPITAL LLC,HANSEN,2687641.27025617,244646.58414211,
342,POINT (-75.128885 39.981722),679839,672741,986974,770429,1472217,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,APPLICATION FOR NEW CONSTRUCTION OF THREE(3) STORY SINGLE FAMILY TOWNHOUSE AND ROOF DECK ON THE EXISTING LOT,2019-07-15T13:04:51Z,COMPLETED,APPL,QAZIM KUPA,4 COVE CT,,HAINESPORT,NJ,08036-    ,2020-01-08T09:03:00Z,,2115 E DAKOTA ST,,,19125-    ,161,1,QSK PROPERTIES LLC,HANSEN,2702922.19876997,247098.7948752,
343,POINT (-75.146238 39.977283),688803,694976,907051,413726,121598,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"PURPOSE NEW CONSTRUCTION OF A 3 STORY SINGLE FAMILY DWELLING. TO CONTAINED A BASEMENT, PILOT HOUSE AND ROOF TOP. AS SHOWN ON THE INCLOSED PLANS PROVIDED.",2019-01-04T15:47:33Z,COMPLETED,CONTRACTOR,ROCK HAVEN BUILDERS LLC,2011 ROUTE 50,,WOODBINE,NJ,08270-    ,2020-01-14T10:17:00Z,201144400,1700 N MARSHALL ST,,,19122-2924,145,5,V2 PROPERTIES ENTITY 7 LL,HANSEN,2698108.92930082,245338.57790179,
344,POINT (-75.176699 39.938293),694705,689494,921917,671211,295501,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A LIGHT-FRAMED, ATTACHED STRUCTURE TO INCLUDE ROOF DECK, ACCESS PILOT HOUSE, RATED EXTERIOR WALLS, RATED FLOOR/CEILING ASSEMBLY, RATED SHAFT ENCLOSURE, AND WALL/FLOOR/CEILING FINISHING. **SEPARATE PERMITS TO BE REQUIRED FOR ELECTRICAL, PLUMBING, AND FIRE SUPPRESSION SYSTEM INSTALLATIONS.**",2019-01-24T14:34:48Z,COMPLETED,DESIGN PROFESSIONAL,SIMIANO CONSTRUCTION CO INC,2001 CLEARFIELD ST,,PHILA,PA,19132-    ,2019-10-31T10:02:00Z,361188810,1118 S 20TH ST,,,19146-2837,21,2,1118 S 20TH LLC,HANSEN,2689989.50863678,230891.35076711,
345,POINT (-75.14721400000001 39.974301),703015,706552,946344,642173,224810,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE ERECTION OF AN ATTACHED BUILDING. FOR USE AS VACANT COMMERCIAL SPACE ON THE FIRST FLOOR (USE REGISTRATION PERMIT REQUIRED PRIOR TO OCCUPANCY) AND TWO-FAMILY HOUSEHOLD LIVING ABOVE. BUILDING TO BE FULLY SPRINKLERED. SEPARATE PERMITS REQUIRED FOR M.E.P.S.WORK.,2019-04-10T14:12:46Z,COMPLETED,CONTRACTOR,OFIR KOMERIAN  PRESTIGE DESIGN,534 E. GIRARD AVE.,,PHILADELPHIA,PA,19125-    ,2019-09-30T10:25:00Z,871527130,1453 N 7TH ST,,,19122-3602,145,5,PRESTIGE PAVILION LLC,HANSEN,2697867.63473597,244244.86486781,
346,POINT (-75.121208 39.986448),704393,706506,940504,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY,  SEMIDETACHED STRUCTURE (SFD - TYPE B, RIGHT CORNER) WITH A ROOF DECK AND PILOT HOUSE AND ONE (1) INTERIOR PARKING SPACE.  STRUCTURE FOR USE AS SINGLE FAMILY DWELLING.  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13D MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION. SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-31T09:34:09Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-10-28T11:01:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
347,POINT (-75.176671 39.938425),676184,678197,945448,671207,525336,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE CONSTRUCTION OF A THREE-STORY STRUCTURE WITH BASEMENT AND PILOTHOUSE TO ACCESS ROOF DECK, TO BE USED AS A TWO-FAMILY DWELLING, PER APPROVED PLANS. SEE APP# 921253 FOR APPROVED PLANS.",2019-01-31T12:17:15Z,COMPLETED,OWNER,SIMIANO CONSTRUCTION CO INC,2001 CLEARFIELD ST,,PHILA,PA,19132-    ,2019-11-12T09:56:00Z,361188419,1112 S 20TH ST,,,19146-0000,21,2,1110 S 20TH STREET,HANSEN,2689996.09124276,230939.44689352,
348,POINT (-75.137064 39.976786),681809,684160,986220,331260,1471536,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY PLUS CELLAR, SINGLE FAMILY DWELLING, W/ ATTACHED GARAGE AND W/ ROOF DECK AND PILOT HOUSE (FOR STAIR AND LANDING ONLY) (DETAILS AS SHOWN ON THE PLAN) FOUNDATION APPROVED UNDER AP# 988758. SEPERATE PERMITS REQUIRED FOR TRADE WORKS.",2019-07-30T11:25:00Z,COMPLETED,DESIGN PROFESSIONAL,ATLANTIC DEVELOPERS INC,158 E BUTLER AVENUE,SUITE # 2,AMBLER,PA,19002-    ,2020-02-27T12:29:00Z,183098230,1722 N HANCOCK ST,,,19122-0000,157,7,DUFFY BRIAN              DUFFY PATRICIA,HANSEN,2700684.25488023,245233.7500083,
349,POINT (-75.17964000000001 39.975156),694831,689626,944948,769836,1471412,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW CONSTRUCTION FOR THREE STORY ATTACHED TWO FAMILY DWELLING. BALCONY ACCESSED FRON 2ND FLOOR UNIT, FIR RESIDENTIAL USE ONLY. ACCESSORY PILOT HOUSE TO ROOF DECK FROM 3RD FLOOR UNIT FOR RESIDENTIAL USE.SEE FOUNDATION ONLY PERMIT# 863315",2019-05-09T12:12:38Z,COMPLETED,DESIGN PROFESSIONAL,"CALLAHAN & WARD PROPERTIES, LL",2610 HIRST TERRACE,,HAVERTOWN,PA,19083-    ,2020-02-11T07:54:00Z,291370600,1246 N TANEY ST,,,19121-4600,138,5,1229-1247 NORTH 27TH ST,HANSEN,2688774.41200749,244290.10846759,
350,POINT (-75.194855 39.937928),695688,689682,955015,573764,491904,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,NEW CONSTRUCTION OF 3 STORY SINGLE FAMILY DWELLING WITH ROOF DECK AND PILOT HOUSE.,2019-03-28T16:56:51Z,COMPLETED,,OWL CONSTRUCTION SERVICES LLC,4208 DISSTON ST,,PHILADELPHIA,PA,19135-    ,2020-02-09T22:34:00Z,362211400,3048 TITAN ST,,,19146-3611,33,2,IRA DEVELOPMENT LLC,HANSEN,2684904.53893098,230610.55445543,
351,POINT (-75.155686 39.922931),703891,706477,936270,428025,483319,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,NEW CONSTRUCTION OF 3 STORY SINGLE FAMILY DWELLING WITH ROOF DECK.,2019-01-09T09:11:28Z,COMPLETED,,THE WASHINGTON GROUP LLC,1331 CHRISTIAN STREET,,PHILADELPHIA,PA,19147-    ,2019-09-12T08:57:00Z,392061800,518 MERCY ST,,,19148-2533,41.01,1,DSHK LLC,HANSEN,2696043.85303155,225470.07624963,
